shape,carat,cut,color,clarity,report,type
Round,2.27,'Super Ideal',G,VS2,IGI,lab
Emerald,0.83,'Super Ideal',D,VVS2,GIA,natural
Round,1.09,'Super Ideal',I,SI2,IGI,lab
Pear,1.0,Ideal,G,VS2,IGI,lab
Pear,0.3,'Very Good',F,VS2,GIA,natural
Round,0.5,'Very Good',G,VVS2,GIA,natural
Emerald,0.3,Ideal,D,VVS1,GIA,natural
Oval,1.6,'Super Ideal',I,SI1,IGI,lab
Oval,1.0,'Super Ideal',E,VS2,GIA,natural
Oval,1.81,Ideal,I,VS2,IGI,lab
Round,1.13,'Super Ideal',J,SI1,IGI,lab
Round,1.76,'Super Ideal',F,VS1,IGI,lab
Round,1.2,Ideal,J,SI1,IGI,lab
Round,1.4,'Super Ideal',D,SI1,GIA,natural
Round,0.71,Ideal,E,SI2,IGI,lab
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Round,2.16,'Super Ideal',J,VS2,IGI,lab
Round,1.16,'Super Ideal',F,SI2,IGI,lab
Round,1.0,'Super Ideal',E,SI1,GIA,natural
Round,0.6,'Super Ideal',H,VS1,GIA,natural
Emerald,3.0,'Very Good',G,VS1,GCAL,lab
Round,0.46,'Super Ideal',G,VVS1,GIA,natural
Round,2.51,'Super Ideal',E,VS1,IGI,lab
Cushion,2.0,Ideal,I,SI1,GIA,natural
Round,0.5,'Super Ideal',D,SI1,GIA,natural
Round,0.53,'Super Ideal',E,VS2,GIA,natural
Pear,0.51,Ideal,F,SI1,GIA,natural
Round,0.64,Ideal,D,VS2,IGI,lab
Oval,0.39,'Very Good',D,SI1,IGI,lab
Round,2.0,'Very Good',I,SI2,IGI,natural
Round,1.0,'Super Ideal',J,SI2,GIA,natural
Pear,0.53,'Very Good',E,VVS1,GIA,natural
Cushion,1.5,Ideal,I,VS2,IGI,lab
Pear,0.3,Ideal,D,VS2,GIA,natural
Round,0.59,'Super Ideal',I,VS2,GIA,natural
Pear,0.71,Ideal,G,VS2,IGI,lab
Round,0.3,'Super Ideal',E,VS2,GIA,natural
Round,0.52,'Super Ideal',E,VS1,GIA,natural
Pear,1.05,Ideal,I,VVS2,IGI,lab
Oval,0.73,Ideal,I,SI1,IGI,lab
Round,0.75,'Super Ideal',G,VVS1,IGI,lab
Oval,0.5,'Very Good',G,SI1,GIA,natural
Oval,0.3,Ideal,D,VS1,GIA,natural
Cushion,0.93,Ideal,F,SI1,GIA,natural
Round,0.3,Ideal,D,VS2,GIA,natural
Round,0.61,'Super Ideal',G,VS2,GIA,natural
Round,1.1,'Super Ideal',G,VS1,IGI,lab
Round,0.55,'Super Ideal',I,VS1,GIA,natural
Oval,2.14,Ideal,F,VS2,IGI,lab
Round,1.09,Ideal,I,VVS2,IGI,lab
Round,0.5,'Super Ideal',F,VS1,GIA,natural
Round,0.51,'Super Ideal',D,VS2,GIA,natural
Radiant,2.01,'Very Good',J,VS1,IGI,lab
Oval,0.83,Ideal,G,VS1,IGI,lab
Round,1.62,Ideal,I,SI2,IGI,lab
Emerald,0.31,'Very Good',E,SI1,GIA,natural
Round,0.4,Ideal,I,SI2,GIA,natural
Pear,0.41,'Super Ideal',E,VS2,GIA,natural
Oval,0.71,'Super Ideal',D,VS1,IGI,lab
Round,0.51,'Super Ideal',G,VVS2,GIA,natural
Oval,1.12,Ideal,E,VVS2,IGI,lab
Pear,2.09,'Super Ideal',F,VS1,IGI,lab
Round,0.32,'Super Ideal',D,SI1,IGI,lab
Round,0.5,'Super Ideal',H,SI1,GIA,natural
Round,0.3,'Super Ideal',H,VVS1,GIA,natural
Oval,0.3,Ideal,G,VS2,GIA,natural
Pear,0.7,Ideal,H,VVS2,GIA,natural
Round,0.5,'Super Ideal',E,VVS1,GIA,natural
Princess,0.28,'Very Good',E,VS2,GIA,natural
Round,1.03,'Super Ideal',E,VS2,IGI,lab
Asscher,1.3,'Very Good',F,SI2,IGI,lab
Marquise,1.65,Ideal,G,VS1,GCAL,lab
Round,0.33,'Super Ideal',D,VS2,GIA,natural
Emerald,0.3,Ideal,E,SI1,GIA,natural
Heart,1.0,'Very Good',G,VS1,GIA,natural
Radiant,0.7,'Very Good',I,VS2,IGI,lab
Round,0.32,'Super Ideal',D,VVS1,GIA,natural
Emerald,0.3,Ideal,D,SI1,GIA,natural
Round,0.8,'Very Good',G,VVS2,GIA,natural
Round,0.71,'Very Good',H,VVS2,GIA,natural
Round,0.32,'Super Ideal',G,IF,GIA,natural
Round,1.27,'Super Ideal',I,VVS2,IGI,lab
Pear,1.01,Ideal,J,SI2,GIA,natural
Round,0.25,'Super Ideal',G,VVS1,GIA,natural
Pear,0.3,Ideal,D,VVS1,GIA,natural
Round,0.5,'Very Good',G,VS2,GIA,natural
Round,1.09,'Super Ideal',I,VS1,GIA,natural
Round,0.9,'Super Ideal',F,SI2,GIA,natural
Oval,0.5,'Super Ideal',D,VVS2,GIA,natural
Princess,1.7,Ideal,E,SI1,GIA,natural
Oval,0.35,'Super Ideal',F,VS1,IGI,lab
Round,1.23,'Super Ideal',D,VVS1,GIA,natural
Round,1.13,'Super Ideal',G,VS1,IGI,lab
Round,0.7,'Very Good',F,VS1,IGI,lab
Oval,0.5,Ideal,H,SI2,GIA,natural
Cushion,1.55,Ideal,E,SI1,IGI,lab
Oval,0.81,'Super Ideal',G,SI2,GIA,natural
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Emerald,0.71,'Super Ideal',G,SI2,IGI,lab
Round,1.5,'Super Ideal',I,VS1,IGI,lab
Round,0.32,'Super Ideal',D,VS1,IGI,lab
Round,0.97,Ideal,I,VS1,IGI,lab
Round,0.4,'Very Good',D,VS1,GIA,natural
Round,0.3,'Super Ideal',I,IF,GIA,natural
Oval,0.37,'Very Good',E,VVS2,IGI,lab
Round,4.01,'Super Ideal',F,VS2,IGI,lab
Round,0.43,'Super Ideal',G,VS2,GIA,natural
Round,0.9,'Super Ideal',J,VVS1,GIA,natural
Round,0.71,'Super Ideal',I,IF,GIA,natural
Round,0.4,'Super Ideal',E,VS1,GIA,natural
Round,0.5,'Super Ideal',F,VS2,GIA,natural
Marquise,0.3,'Very Good',G,SI2,GIA,natural
Oval,1.06,'Super Ideal',F,VVS2,IGI,lab
Pear,0.5,Ideal,I,VS1,IGI,lab
Round,0.7,Ideal,I,VVS2,IGI,lab
Round,0.32,'Super Ideal',J,VS1,GIA,natural
Round,0.43,'Very Good',H,VVS1,GIA,natural
Round,0.5,'Super Ideal',D,VS2,GIA,natural
Round,0.31,'Super Ideal',D,VS1,GIA,natural
Oval,0.73,'Very Good',E,SI2,IGI,lab
Round,2.11,'Super Ideal',G,VVS2,IGI,lab
Round,0.3,'Super Ideal',D,VVS1,GIA,natural
Oval,0.3,'Super Ideal',D,VVS1,GIA,natural
Round,1.04,'Super Ideal',H,SI2,HRD,lab
Round,4.12,'Super Ideal',E,SI1,IGI,lab
Princess,2.14,Ideal,G,VS1,IGI,lab
Round,0.3,'Very Good',G,VS2,GIA,natural
Princess,3.42,Ideal,F,VS2,GCAL,lab
Round,1.11,Ideal,H,VS2,HRD,lab
Oval,1.91,Ideal,I,SI2,IGI,natural
Oval,0.7,'Very Good',E,VS1,GCAL,lab
Round,0.32,'Super Ideal',E,VVS1,GIA,natural
Oval,1.51,Ideal,D,SI2,IGI,natural
Round,1.67,Ideal,J,VVS2,IGI,lab
Round,0.6,'Super Ideal',H,VS1,GIA,natural
Round,0.5,'Very Good',D,VVS1,GIA,natural
Round,0.37,'Super Ideal',J,SI2,GIA,natural
Round,2.0,Ideal,F,VVS1,IGI,lab
Round,1.6,Ideal,I,VVS2,IGI,lab
Round,1.0,Fair,H,SI2,GIA,natural
Round,0.9,'Super Ideal',H,SI2,GIA,natural
Princess,1.31,Ideal,E,VVS2,GCAL,lab
Marquise,1.14,Ideal,E,VVS2,IGI,lab
Round,1.2,'Super Ideal',H,SI2,GIA,natural
Round,0.58,'Super Ideal',E,VVS1,GIA,natural
Princess,0.31,Ideal,F,VS2,GIA,natural
Oval,0.51,'Very Good',D,VS1,IGI,lab
Round,0.56,Ideal,D,VVS2,IGI,lab
Round,0.33,'Super Ideal',D,SI1,GIA,natural
Round,0.5,'Super Ideal',H,SI1,GIA,natural
Radiant,1.8,Ideal,E,VS1,GCAL,lab
Round,1.01,'Very Good',E,VVS1,GIA,natural
Round,0.46,'Super Ideal',J,VS1,GIA,natural
Princess,0.35,'Very Good',G,VS1,GIA,natural
Pear,2.24,'Very Good',G,VS1,IGI,lab
Emerald,3.38,'Very Good',F,VS1,GCAL,lab
Round,0.37,Ideal,D,VVS1,IGI,lab
Round,0.31,'Super Ideal',D,VVS2,GIA,natural
Radiant,1.09,'Very Good',D,VS1,IGI,lab
Marquise,0.53,'Super Ideal',H,VS2,IGI,lab
Round,0.56,'Super Ideal',G,VVS1,GIA,natural
Round,0.4,'Very Good',J,VS1,GIA,natural
Round,0.52,'Super Ideal',E,VS2,GIA,natural
Round,0.61,'Super Ideal',F,VS2,GIA,natural
Round,2.55,'Super Ideal',G,VVS2,IGI,lab
Round,1.19,'Super Ideal',F,VS2,GIA,natural
Oval,0.7,Ideal,G,SI2,GIA,natural
Oval,0.3,'Very Good',F,VS1,GIA,natural
Round,1.01,Good,D,VS2,GIA,natural
Round,1.7,'Super Ideal',F,SI1,GIA,natural
Round,0.5,Good,D,VS2,GIA,natural
Round,0.4,Ideal,D,VVS1,GIA,natural
Pear,0.5,Ideal,F,VS2,GIA,natural
Cushion,1.86,Ideal,G,VS2,GCAL,lab
Round,0.3,'Super Ideal',E,VS2,GIA,natural
Round,1.13,'Super Ideal',E,VS1,GCAL,lab
Round,0.5,'Super Ideal',G,SI2,GIA,natural
Round,0.3,'Super Ideal',H,SI1,GIA,natural
Round,1.18,'Super Ideal',J,VS2,IGI,lab
Round,1.0,'Super Ideal',E,VS1,IGI,lab
Emerald,3.9,Ideal,E,VS1,GCAL,lab
Pear,0.52,Ideal,G,SI1,IGI,lab
Round,1.55,Ideal,I,VS1,IGI,lab
Round,0.4,'Super Ideal',F,VS1,GIA,natural
Pear,1.02,Ideal,I,VVS1,IGI,lab
Pear,0.38,Ideal,H,VS2,GIA,natural
Asscher,1.5,'Super Ideal',G,VVS2,GIA,natural
Round,0.91,Ideal,G,SI1,GIA,natural
Round,2.16,'Very Good',J,VS2,GCAL,lab
Round,1.16,'Super Ideal',I,VVS1,GIA,natural
Emerald,0.3,'Very Good',F,VS2,GIA,natural
Round,1.52,'Super Ideal',E,VS2,IGI,lab
Round,0.3,'Super Ideal',D,VVS2,GIA,natural
Round,0.41,'Super Ideal',D,VVS1,GIA,natural
Round,0.31,'Super Ideal',G,VS1,GIA,natural
Round,0.4,'Very Good',G,VS2,GIA,natural
Oval,0.74,'Super Ideal',G,VVS2,IGI,lab
Round,0.5,'Super Ideal',H,VS1,GIA,natural
Oval,0.34,Ideal,H,VS1,GIA,natural
Round,0.3,Ideal,F,VVS1,GIA,natural
Asscher,2.86,'Very Good',E,VS1,GCAL,lab
Round,0.8,'Super Ideal',J,VVS1,GIA,natural
Emerald,2.7,'Very Good',I,VS2,GCAL,lab
Round,0.71,'Super Ideal',G,VS2,GIA,natural
Round,0.34,'Super Ideal',F,SI1,GIA,natural
Heart,0.94,Ideal,D,VS2,GIA,natural
Cushion,0.71,'Very Good',D,SI1,IGI,lab
Round,2.74,'Super Ideal',E,VVS2,IGI,lab
Round,0.3,'Very Good',D,VVS2,GIA,natural
Round,0.6,'Super Ideal',E,VS2,GIA,natural
Marquise,0.32,Ideal,F,VS1,GCAL,lab
Round,2.03,Ideal,I,VVS2,IGI,lab
Oval,0.36,Ideal,D,SI1,GIA,natural
Round,0.7,'Very Good',D,VS2,GIA,natural
Round,1.67,'Super Ideal',E,VVS2,IGI,lab
Round,0.39,'Super Ideal',E,SI1,IGI,lab
Round,2.3,'Super Ideal',I,SI1,IGI,lab
Round,1.0,'Super Ideal',I,VS2,IGI,lab
Oval,1.2,'Very Good',J,SI2,GIA,natural
Round,0.75,'Super Ideal',F,VS1,IGI,lab
Oval,1.05,Ideal,G,SI1,IGI,lab
Round,1.13,'Super Ideal',I,VS1,IGI,lab
Round,1.03,'Super Ideal',G,VS1,GIA,natural
Round,0.3,Ideal,E,SI2,GIA,natural
Oval,1.5,Ideal,I,SI2,IGI,lab
Round,0.58,'Super Ideal',F,IF,GIA,natural
Round,0.6,'Super Ideal',G,SI2,GIA,natural
Round,1.01,Ideal,H,VS1,HRD,lab
Round,1.43,'Super Ideal',I,VS1,IGI,lab
Round,0.58,'Super Ideal',G,VS2,GIA,natural
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Cushion,0.7,'Very Good',G,VVS2,GIA,natural
Round,0.34,'Super Ideal',D,SI1,IGI,lab
Round,1.3,Ideal,J,VS1,IGI,lab
Oval,0.75,'Very Good',E,VS2,GCAL,lab
Round,1.09,Ideal,I,VS1,IGI,lab
Round,0.3,'Very Good',E,VS1,GIA,natural
Round,1.71,'Super Ideal',D,VS2,GIA,natural
Round,0.5,Ideal,F,VS1,GIA,natural
Round,0.31,'Super Ideal',D,VVS1,GIA,natural
Round,1.52,'Super Ideal',I,VS1,IGI,lab
Pear,0.54,Ideal,G,VS2,GIA,natural
Round,0.52,'Very Good',D,VVS2,IGI,lab
Round,1.4,Ideal,J,SI1,IGI,lab
Round,0.53,'Super Ideal',I,VVS1,GIA,natural
Round,0.3,'Super Ideal',F,SI1,GIA,natural
Oval,1.01,'Super Ideal',G,SI2,GIA,natural
Pear,1.23,Ideal,F,SI1,IGI,lab
Radiant,0.72,'Super Ideal',E,VS1,IGI,lab
Round,0.3,'Super Ideal',G,VVS1,GIA,natural
Pear,0.31,Ideal,D,VS1,GIA,natural
Oval,0.9,Ideal,F,SI2,GIA,natural
Round,0.3,'Super Ideal',F,VVS2,GIA,natural
Emerald,2.16,'Super Ideal',H,VS2,IGI,lab
Round,0.4,'Very Good',G,VVS2,GIA,natural
Round,0.52,'Super Ideal',G,VS2,GIA,natural
Pear,0.51,'Very Good',I,VS2,IGI,lab
Round,2.04,'Very Good',I,VS2,HRD,lab
Cushion,2.1,Ideal,H,VS2,IGI,lab
Round,0.3,'Super Ideal',E,VVS1,GIA,natural
Round,0.6,'Very Good',D,SI1,GIA,natural
Round,0.5,'Super Ideal',J,VS1,GIA,natural
Oval,0.78,Ideal,E,SI1,IGI,lab
Pear,0.4,'Very Good',H,SI1,IGI,lab
Round,0.4,'Super Ideal',E,IF,GIA,natural
Round,1.53,Ideal,J,VVS2,IGI,lab
Round,1.55,Ideal,H,VS2,IGI,lab
Round,1.01,Ideal,I,VS1,IGI,lab
Radiant,0.73,'Very Good',D,VS2,IGI,lab
Pear,0.7,'Very Good',D,SI2,GIA,natural
Round,0.52,'Super Ideal',I,VS1,GIA,natural
Round,0.72,'Very Good',G,VS1,GCAL,lab
Round,1.5,'Super Ideal',D,SI1,GIA,natural
Princess,2.02,'Super Ideal',F,VS2,GIA,natural
Princess,1.2,Ideal,G,VS1,GIA,natural
Round,2.14,Ideal,H,VVS2,IGI,lab
Oval,0.34,'Very Good',E,VS1,IGI,lab
Round,0.3,'Super Ideal',F,VVS1,GIA,natural
Round,1.02,'Super Ideal',H,VS1,HRD,lab
Radiant,1.01,'Super Ideal',F,VS1,IGI,lab
Round,0.33,'Super Ideal',G,IF,GIA,natural
Pear,2.5,'Super Ideal',F,SI2,GIA,natural
Round,0.3,'Super Ideal',G,VVS1,GIA,natural
Marquise,0.5,Ideal,J,VS1,GIA,natural
Round,0.3,Ideal,D,VVS1,GIA,natural
Round,1.23,Ideal,G,VS1,IGI,lab
Oval,0.52,'Very Good',E,SI2,GCAL,lab
Round,2.02,'Very Good',J,VS2,IGI,lab
Oval,0.54,'Super Ideal',F,VS2,IGI,lab
Round,1.5,'Very Good',G,VS1,IGI,lab
Round,0.25,'Super Ideal',G,VVS1,GIA,natural
Marquise,0.7,Ideal,E,SI1,GIA,natural
Emerald,4.38,Ideal,I,VS1,IGI,lab
Cushion,2.04,Ideal,G,VS1,GCAL,lab
Pear,0.51,'Very Good',E,SI1,GIA,natural
Round,0.57,'Super Ideal',F,VS1,GIA,natural
Round,0.7,'Super Ideal',D,VVS2,GIA,natural
Round,0.5,'Super Ideal',E,VVS1,GIA,natural
Round,0.91,'Super Ideal',F,VS1,GIA,natural
Princess,3.05,Ideal,I,VS2,IGI,lab
Round,0.5,'Super Ideal',H,SI2,GIA,natural
Oval,1.53,'Super Ideal',I,SI2,IGI,lab
Round,0.32,'Super Ideal',E,IF,GIA,natural
Round,0.25,'Super Ideal',E,VVS1,GIA,natural
Round,0.81,Ideal,F,VS1,IGI,lab
Princess,0.46,Ideal,E,VS2,GIA,natural
Round,0.26,'Super Ideal',D,VS1,GIA,natural
Round,0.8,'Super Ideal',E,VS1,GIA,natural
Round,1.16,Ideal,I,VS1,IGI,lab
Oval,0.5,'Very Good',E,VVS1,GIA,natural
Pear,0.32,'Very Good',H,SI1,IGI,lab
Round,0.3,'Very Good',J,SI2,GIA,natural
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Round,1.31,Ideal,J,VS1,IGI,lab
Pear,0.35,'Very Good',G,VS2,IGI,lab
Round,0.3,'Super Ideal',D,VVS2,GIA,natural
Round,0.33,'Super Ideal',D,VVS2,IGI,lab
Radiant,2.01,Ideal,H,VS2,IGI,lab
Round,0.54,'Super Ideal',G,SI2,IGI,lab
Princess,0.5,'Very Good',H,VS1,GIA,natural
Round,0.33,Ideal,D,SI1,IGI,lab
Cushion,1.5,Good,F,VS2,GIA,natural
Round,0.3,Ideal,D,SI1,GIA,natural
Round,0.6,'Very Good',J,VS1,GIA,natural
Round,0.6,'Super Ideal',D,VVS1,GIA,natural
Round,1.13,Ideal,G,VS1,IGI,lab
Round,0.5,'Very Good',H,IF,GIA,natural
Round,2.54,Ideal,F,SI1,IGI,lab
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Round,0.7,Ideal,G,VVS1,GIA,natural
Round,0.41,'Super Ideal',G,SI1,GIA,natural
Round,0.5,'Very Good',E,VS2,GIA,natural
Round,0.6,'Very Good',G,VVS2,GIA,natural
Round,0.51,'Super Ideal',G,VVS2,GIA,natural
Round,0.3,Ideal,D,VVS2,GIA,natural
Pear,0.32,'Super Ideal',D,VS1,GIA,natural
Round,0.31,'Super Ideal',D,VS2,GIA,natural
Round,0.32,'Super Ideal',F,VS2,GCAL,lab
Round,1.12,Ideal,I,SI1,IGI,lab
Pear,0.5,'Super Ideal',F,VVS1,GIA,natural
Round,0.3,'Super Ideal',D,SI2,GIA,natural
Round,0.3,'Very Good',G,SI2,GIA,natural
Round,0.9,'Super Ideal',J,SI2,GIA,natural
Round,0.61,'Super Ideal',D,IF,GIA,natural
Round,0.6,'Super Ideal',D,VS2,GIA,natural
Round,0.77,'Super Ideal',G,VS2,GIA,natural
Cushion,2.02,Ideal,E,VS2,IGI,lab
Emerald,1.02,'Very Good',G,VVS2,IGI,lab
Round,1.58,'Super Ideal',J,VVS1,IGI,lab
Oval,1.92,'Super Ideal',I,SI1,IGI,lab
Round,0.34,Ideal,D,SI1,IGI,lab
Round,0.8,'Super Ideal',E,VS2,GIA,natural
Pear,0.91,Ideal,D,VS2,GIA,natural
Pear,0.3,'Very Good',D,VS1,GIA,natural
Oval,2.36,Ideal,G,SI1,IGI,lab
Round,2.5,Ideal,G,VS1,IGI,lab
Round,0.4,'Super Ideal',H,VVS1,GIA,natural
Round,0.3,Ideal,D,SI1,GIA,natural
Oval,0.71,'Super Ideal',E,VVS2,IGI,lab
Round,1.35,Ideal,I,VS2,IGI,lab
Oval,1.08,'Super Ideal',J,VS2,IGI,lab
Round,1.01,'Very Good',I,VS1,IGI,lab
Pear,1.41,'Super Ideal',D,VVS2,IGI,lab
Round,0.4,'Super Ideal',G,VS2,GIA,natural
Princess,0.91,'Very Good',E,IF,GIA,natural
Round,0.5,'Super Ideal',H,VS2,GIA,natural
Round,1.03,'Super Ideal',I,VS2,GCAL,lab
Round,0.3,'Super Ideal',F,VVS2,GIA,natural
Round,0.85,'Super Ideal',G,VS2,IGI,lab
Round,1.07,Ideal,J,VVS2,IGI,lab
Round,0.35,Ideal,F,VVS2,IGI,lab
Round,0.8,'Very Good',F,VVS2,GIA,natural
Princess,2.06,Ideal,I,VS2,IGI,lab
Round,1.0,Good,J,VS2,GIA,natural
Oval,0.4,Good,D,VVS1,IGI,lab
Round,0.3,'Super Ideal',G,IF,GIA,natural
Round,0.58,'Super Ideal',H,VVS1,GIA,natural
Round,0.52,'Super Ideal',G,VVS2,GIA,natural
Round,0.9,'Super Ideal',F,IF,GIA,natural
Round,1.0,'Super Ideal',H,VS1,GIA,natural
Cushion,0.9,Ideal,H,VVS2,GIA,natural
Oval,3.01,Ideal,E,VS1,IGI,lab
Round,1.7,Ideal,G,VS2,IGI,lab
Oval,0.6,Ideal,H,VS1,IGI,lab
Round,0.36,'Super Ideal',E,VS2,IGI,lab
Round,0.5,'Very Good',F,VS1,GIA,natural
Cushion,1.04,Good,E,SI1,IGI,lab
Pear,0.55,Ideal,H,VS2,IGI,lab
Round,0.59,'Super Ideal',F,VS2,GIA,natural
Round,0.45,'Super Ideal',E,VVS2,GIA,natural
Round,1.11,'Super Ideal',F,VVS2,IGI,lab
Round,0.43,'Super Ideal',D,VVS2,GIA,natural
Pear,0.42,Ideal,H,VS2,IGI,lab
Pear,2.23,Ideal,F,VVS2,IGI,lab
Pear,0.7,'Very Good',E,VS1,GIA,natural
Round,0.51,'Super Ideal',G,VVS1,GIA,natural
Cushion,2.01,'Very Good',G,VS2,IGI,lab
Round,0.7,'Super Ideal',D,IF,GIA,natural
Round,2.01,'Very Good',E,VVS1,IGI,lab
Pear,1.01,Ideal,E,SI2,IGI,natural
Round,0.5,'Very Good',I,SI1,IGI,lab
Round,1.05,'Super Ideal',J,VS2,GIA,natural
Round,0.53,'Very Good',J,VVS2,IGI,lab
Round,0.4,Ideal,H,VVS1,GIA,natural
Emerald,3.05,'Very Good',H,VS2,GCAL,lab
Round,0.3,'Super Ideal',F,VVS2,GIA,natural
Round,0.3,'Very Good',D,VVS2,GIA,natural
Oval,1.54,Ideal,F,VS2,IGI,lab
Oval,1.0,Ideal,E,SI2,IGI,natural
Round,0.62,'Super Ideal',E,IF,GIA,natural
Pear,0.3,'Very Good',E,VS2,GIA,natural
Round,0.45,Ideal,H,VS1,GIA,natural
Emerald,0.5,Ideal,E,SI2,GIA,natural
Oval,0.78,'Super Ideal',G,SI2,GIA,natural
Round,0.51,'Super Ideal',G,VVS1,GIA,natural
Round,1.02,'Very Good',I,SI1,GIA,natural
Round,0.5,Ideal,E,SI1,GIA,natural
Round,0.42,'Super Ideal',F,IF,GIA,natural
Pear,0.52,'Super Ideal',D,VS1,IGI,lab
Oval,1.0,'Super Ideal',J,SI2,GIA,natural
Round,0.51,'Super Ideal',D,SI2,GIA,natural
Round,0.46,'Super Ideal',D,SI1,GIA,natural
Round,1.03,'Super Ideal',F,VS2,GIA,natural
Round,0.6,'Very Good',D,VS2,GIA,natural
Oval,1.97,'Very Good',F,VS1,IGI,lab
Round,0.7,'Super Ideal',E,SI2,GCAL,lab
Round,0.5,Ideal,E,VS1,IGI,lab
Round,0.51,'Super Ideal',D,SI1,GIA,natural
Round,0.53,'Super Ideal',H,VVS2,GIA,natural
Round,0.25,'Super Ideal',G,VS1,GIA,natural
Princess,0.36,Ideal,F,SI1,GIA,natural
Princess,1.53,Ideal,E,VS2,GCAL,lab
Round,0.3,'Super Ideal',F,VS1,GIA,natural
Round,0.9,'Super Ideal',E,SI2,IGI,lab
Round,0.25,'Super Ideal',D,VVS1,GIA,natural
Round,0.71,'Super Ideal',G,VVS2,GIA,natural
Pear,1.51,Ideal,E,SI2,IGI,natural
Heart,1.01,'Super Ideal',F,VS1,GIA,natural
Round,0.8,Ideal,E,SI1,GIA,natural
Round,2.43,'Super Ideal',E,VS1,IGI,lab
Round,1.08,Ideal,G,VS1,IGI,lab
Round,0.4,'Super Ideal',F,VS2,GIA,natural
Cushion,2.17,'Very Good',H,VS2,GCAL,lab
Emerald,0.76,'Very Good',E,VS2,GCAL,lab
Pear,0.71,'Very Good',I,VVS2,IGI,lab
Round,1.0,'Very Good',E,SI1,GIA,natural
Round,1.67,Ideal,G,VVS1,IGI,lab
Round,1.8,Ideal,J,VS2,IGI,lab
Pear,0.8,'Very Good',F,VS1,GIA,natural
Round,0.3,Ideal,D,SI1,IGI,lab
Round,1.22,Ideal,G,VVS1,IGI,lab
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Round,1.51,Ideal,G,VS2,IGI,lab
Round,1.06,Ideal,H,SI1,IGI,lab
Round,0.4,'Super Ideal',D,VS2,GIA,natural
Round,0.8,'Very Good',G,VVS2,GIA,natural
Round,0.31,'Super Ideal',E,VVS2,IGI,lab
Round,1.14,'Super Ideal',I,VS1,IGI,lab
Round,0.4,'Very Good',D,VVS1,GIA,natural
Round,0.31,'Super Ideal',E,VS2,GIA,natural
Pear,0.51,'Very Good',F,VS2,GIA,natural
Round,2.0,Ideal,G,VS2,IGI,lab
Round,1.51,'Super Ideal',J,IF,GIA,natural
Emerald,0.37,Ideal,F,VS2,GIA,natural
Emerald,0.49,'Very Good',D,SI1,IGI,lab
Oval,0.7,'Super Ideal',I,SI1,IGI,lab
Emerald,0.51,Ideal,E,VVS1,GIA,natural
Round,1.51,Ideal,J,SI1,IGI,lab
Round,1.3,'Super Ideal',H,IF,GIA,natural
Oval,2.01,'Super Ideal',J,VS2,IGI,lab
Round,0.26,'Super Ideal',G,VS1,GIA,natural
Round,1.18,'Super Ideal',G,VS1,IGI,lab
Emerald,0.51,Ideal,F,VS1,GIA,natural
Round,0.8,'Super Ideal',G,IF,GIA,natural
Round,0.35,'Super Ideal',G,VS2,GIA,natural
Round,0.25,'Super Ideal',E,VS1,GIA,natural
Round,0.8,'Super Ideal',J,VVS1,GIA,natural
Round,1.03,'Super Ideal',G,IF,GIA,natural
Round,0.5,'Super Ideal',D,VVS2,GIA,natural
Emerald,0.6,Ideal,E,SI1,GIA,natural
Cushion,0.7,Good,E,VS2,GIA,natural
Round,0.5,Ideal,D,VVS2,GIA,natural
Round,0.53,'Super Ideal',E,VVS1,GIA,natural
Round,1.68,Ideal,E,VS2,IGI,lab
Round,1.34,'Super Ideal',H,VVS2,IGI,lab
Round,1.12,'Super Ideal',H,VS2,GIA,natural
Princess,1.01,Ideal,J,VVS1,GIA,natural
Oval,0.71,'Very Good',E,VS2,GCAL,lab
Round,0.5,'Very Good',G,SI2,GIA,natural
Oval,0.5,'Super Ideal',E,VS1,IGI,lab
Round,0.87,'Super Ideal',F,VS1,IGI,lab
Oval,0.7,Ideal,E,VS2,IGI,lab
Round,0.43,Ideal,D,VVS2,GIA,natural
Round,0.35,'Super Ideal',E,SI1,IGI,lab
Round,1.07,'Super Ideal',H,VS1,HRD,lab
Round,0.32,'Super Ideal',F,VVS1,GIA,natural
Round,1.05,'Very Good',I,VS2,IGI,lab
Round,0.3,'Very Good',G,VS2,GIA,natural
Round,0.7,'Very Good',H,SI1,GIA,natural
Round,3.02,'Super Ideal',E,VVS2,IGI,lab
Oval,0.5,Ideal,F,SI2,GIA,natural
Princess,1.54,'Super Ideal',E,VS1,IGI,lab
Heart,2.14,Good,E,VS1,IGI,lab
Heart,0.81,'Very Good',F,SI1,GIA,natural
Princess,1.56,Ideal,E,VS2,GCAL,lab
Round,0.75,'Super Ideal',G,VS1,GIA,natural
Round,3.06,Ideal,G,VS2,IGI,lab
Round,1.05,Ideal,J,VVS2,IGI,natural
Princess,0.45,Good,G,SI2,GIA,natural
Pear,1.0,'Very Good',H,SI1,IGI,lab
Heart,1.53,'Very Good',G,VS2,IGI,lab
